Ürün Adı,Fiyat,Ekran Boyutu,Bellek (RAM),İşlemci Modeli,Teknik Puan,Link
Lenovo V15 82C7001FTX,5651.55,15.6 İnç,12 GB,AMD Ryzen 3 3250U,33.0,https://www.epey.com/laptop/lenovo-v15-82c7001ftx.html
Lenovo V15 82C7000TTX,5841.55,15.6 İnç,8 GB,AMD Ryzen 3 3250U,33.0,https://www.epey.com/laptop/lenovo-v15-82c7000ttx.html
Dell Latitude 3510 N004L351015EMEA_U,5146.15,15.6 İnç,8 GB,Intel Core i3-10110U,33.0,https://www.epey.com/laptop/dell-latitude-3510-n004l351015emea-u.html
Casper Nirvana X400.1005-8Q00P-S-F,7697.0,14.0 İnç,8 GB,Intel Core i3-1005G1,33.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-8q00p-s-f.html
Dell Vostro 5502 N5104VN5502EMEA01_2105_U01,7979.54,15.6 İnç,8 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/dell-vostro-5502-n5104vn5502emea01-2105-u01.html
Huawei MateBook D14 i5 (8/256GB),6742.5,14.0 İnç,8 GB,Intel Core i5-10210U,33.0,https://www.epey.com/laptop/huawei-matebook-d-14.html
Dell Vostro 15 3500 N3006VN3500EMEA0_U,7217.99,15.6 İnç,8 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3006vn3500emea0-u.html
Dell Vostro 3400 N4006VN3400EMEA0_U,6949.25,14.0 İnç,4 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/dell-vostro-3400-n4006vn3400emea0-u.html
HP 250 G7 (175R5EA),6076.56,15.6 İnç,4 GB,Intel Core i5-1035G7,33.0,https://www.epey.com/laptop/hp-250-g7-175r5ea.html
Lenovo Thinkpad E14 (2) 20TA004YTX04,8417.99,14.0 İnç,8 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta004ytx04.html
Dell Latitude 3510 N0L3510EMEA_U,5588.99,15.6 İnç,8 GB,Intel Core i3-10110U,33.0,https://www.epey.com/laptop/dell-latitude-3510-n0l3510emea-u.html
HP 15s-fq2050nt (481H5EA),4599.0,15.6 İnç,4 GB,Intel Core i3-1125G4,33.0,https://www.epey.com/laptop/hp-15s-fq2050nt-481h5ea.html
Lenovo ThinkPad E15 20RD0063TX,7884.05,15.6 İnç,8 GB,Intel Core i5-10210U,33.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-20rd0063tx.html
Casper Nirvana X500.1005-AE00X-G-F,6813.71,15.6 İnç,12 GB,Intel Core i3-1005G1,33.0,https://www.epey.com/laptop/casper-nirvana-x500-1005-ae00x-g-f.html
Asus ExpertBook P2451FA-BV0204-TR,7159.97,14.0 İnç,8 GB,Intel Core i5-10210U,33.0,https://www.epey.com/laptop/asus-expertbook-p2451fa-bv0204-tr.html
HP 250 G8 (34N98ES),5765.07,15.6 İnç,4 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/hp-250-g8-34n98es.html
Dell Vostro 5502 N5104VN5502EMEA01_2105_U,7593.54,15.6 İnç,8 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/dell-vostro-5502-n5104vn5502emea01-2105-u.html
Lenovo V15 82C70060TXCW,5619.89,15.6 İnç,8 GB,AMD Athlon Gold 3150U,33.0,https://www.epey.com/laptop/lenovo-v15-82c70060txcw.html
Toshiba Portege X20W-D-10V,16149.99,12.5 İnç,8 GB,Intel Core i7-7500U,33.0,https://www.epey.com/laptop/toshiba-portege-x20w-d-10v.html
Dell Vostro 3515-F6270 N3004VN3515EMEA U23,9002.6,15.6 İnç,8 GB,AMD Ryzen 7 3700U,33.0,https://www.epey.com/laptop/dell-vostro-3515-f6270-n3004vn3515emea-u23.html
Lenovo V15 82C7800TTF14,4599.99,15.6 İnç,16 GB,AMD 3020e,33.0,https://www.epey.com/laptop/lenovo-v15-82c7800ttf14.html
Dell Inspiron 3501 FB1005F82C,4928.99,15.6 İnç,8 GB,Intel Core i3-1005G1,33.0,https://www.epey.com/laptop/dell-inspiron-3501-fb1005f82c.html
Casper Nirvana S500.1021-8F50X-G,7776.0,15.6 İnç,8 GB,Intel Core i5-10210U,33.0,https://www.epey.com/laptop/casper-s500-1021-8f50x-g.html
Casper Nirvana X500.1005-AU00X-G-F,5827.0,15.6 İnç,12 GB,Intel Core i3-1005G1,33.0,https://www.epey.com/laptop/casper-nirvana-x500-1005-au00x-g-f.html
Casper Nirvana S500.1021-8T50T-G,8876.6,15.6 İnç,8 GB,Intel Core i5-10210U,33.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-8t50t-g.html
Casper Nirvana X500.1005-AD00X-G-F,6485.29,15.6 İnç,12 GB,Intel Core i3-1005G1,33.0,https://www.epey.com/laptop/casper-nirvana-x500-1005-ad00x-g-f.html
Lenovo V15 G2 82KB000STX,5854.44,15.6 İnç,4 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/lenovo-v15-g2-82kb000stx.html
Lenovo ThinkPad E15 G2 20TDK03S27A3,10012.05,15.6 İnç,8 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20tdk03s27a3.html
Asus X515JP-EJ173A2,8023.44,15.6 İnç,4 GB,Intel Core i5-1035G1,33.0,https://www.epey.com/laptop/asus-x515jp-ej173a2.html
Casper Nirvana X400.1005-8V00R-S-F,8076.08,14.0 İnç,8 GB,Intel Core i3-1005G1,33.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-8v00r-s-f.html
Dell Vostro 3400 B35G7F82N,5746.55,14.0 İnç,8 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/dell-vostro-3400-b35g7f82n.html
Lenovo V15 82C7800TTF13,4099.0,15.6 İnç,16 GB,AMD 3020e,33.0,https://www.epey.com/laptop/lenovo-v15-82c7800ttf13.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
HP 250 G8 (24Q26ES09),7697.04,15.6 İnç,8 GB,Intel Core i5-1035G1,33.0,https://www.epey.com/laptop/hp-250-g8-24q26es09.html
Toshiba Tecra W50-A-118,17669.99,15.6 İnç,8 GB,Intel Core i7-4810MQ,33.0,https://www.epey.com/laptop/toshiba-tecra-w50-a-118.html
HP 240 G8 (3C2W4ES),6277.49,14.0 İnç,8 GB,Intel Core i5-1035G1,33.0,https://www.epey.com/laptop/hp-240-g8-3c2w4es.html
Casper Nirvana X400.1005-8X00X-S-F,9356.0,14.0 İnç,8 GB,Intel Core i3-1005G1,33.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-8x00x-s-f.html
Lenovo ThinkPad T490 20N3TKSF56A2,9478.35,14.0 İnç,8 GB,Intel Core i5-8265U,33.0,https://www.epey.com/laptop/lenovo-thinkpad-t490-20n3tksf56a2.html
HP 255 G8 (34N72ES),5372.46,15.6 İnç,8 GB,AMD Ryzen 3 3250U,33.0,https://www.epey.com/laptop/hp-255-g8-34n72es.html
HP 255 G8 (34N71ES),5579.07,15.6 İnç,8 GB,AMD Ryzen 3 3250U,33.0,https://www.epey.com/laptop/hp-255-g8-34n71es.html
Lenovo IdeaPad 3 (15.6 İnç) 81WE008CTX,5849.02,15.6 İnç,8 GB,Intel Core i3-1005G1,33.0,https://www.epey.com/laptop/lenovo-ideapad-3-15-6-inc-81we008ctx.html
Lenovo V15 G2 82KB000STX15,7528.0,15.6 İnç,8 GB,Intel Core i5-1135G7,33.0,https://www.epey.com/laptop/lenovo-v15-g2-82kb000stx15.html
Casper Nirvana S500.1021-4550R-G,10539.23,15.6 İnç,4 GB,Intel Core i5-10210U,33.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4550r-g.html
Casper Nirvana S500.1021-4550T-G,9051.08,15.6 İnç,4 GB,Intel Core i5-10210U,33.0,https://www.epey.com/laptop/casper-s500-1021-4550t-g.html
Huawei MateBook D15,5738.0,15.6 İnç,8 GB,Intel Core i3-10110U,33.0,https://www.epey.com/laptop/huawei-matebook-d15-i3.html
Casper Nirvana S500.1021-4150R-G,10395.56,15.6 İnç,4 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-s500-1021-4150r-g.html
HP 15s-fq1002nt (3L289EA),5799.0,15.6 İnç,4 GB,Intel Core i5-1035G1,32.0,https://www.epey.com/laptop/hp-15s-fq1002nt-3l289ea.html
HP 255 G8 (2M9P2EA),5628.0,15.6 İnç,8 GB,AMD Athlon Gold 3150U,32.0,https://www.epey.com/laptop/hp-255-g8-2m9p2ea.html
Casper Nirvana S500.1021-4150T-G,8897.13,15.6 İnç,4 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-s500-1021-4150t-g.html
Casper Nirvana S500.1021-8E50X-G,9102.4,15.6 İnç,8 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-s500-1021-8e50x-g.html
Asus X515JP-EJ173A1,7318.17,15.6 İnç,4 GB,Intel Core i5-1035G1,32.0,https://www.epey.com/laptop/asus-x515jp-ej173a1.html
HP 250 G7 (6MP65ES),6085.73,15.6 İnç,4 GB,Intel Core i5-8265U,32.0,https://www.epey.com/laptop/hp-pavilion-250-g7-6mp65es.html
Casper Nirvana S500.1021-4F50R-G-F,10980.56,15.6 İnç,4 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4f50r-g-f.html
Asus X509JB-EJ018,6771.6,15.6 İnç,4 GB,Intel Core i5-1035G1,32.0,https://www.epey.com/laptop/asus-x509jb-ej018.html
Lenovo IdeaPad L3 81Y3001CTX,6173.13,15.6 İnç,4 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/lenovo-ideapad-l3-81y3001ctx.html
Asus X509FA-EJ1026T,7099.0,15.6 İnç,8 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/asus-x509fa-ej1026t.html
HP ProBook 440 G8 (2X7U5EA13),8321.04,14.0 İnç,8 GB,Intel Core i3-1115G4,32.0,https://www.epey.com/laptop/hp-probook-440-g8-2x7u5ea13.html
Casper Nirvana S500.1021-8D50X-G,6230.07,15.6 İnç,8 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-s500-1021-8d50x-g.html
Lenovo ThinkPad T490 20N3TKSF56A1,8914.05,14.0 İnç,8 GB,Intel Core i5-8265U,32.0,https://www.epey.com/laptop/lenovo-thinkpad-t490-20n3tksf56a1.html
Casper Nirvana S500.1021-8C50X-G,8661.08,15.6 İnç,8 GB,Intel Core i5-10210U,32.0,https://www.epey.com/laptop/casper-s500-1021-8c50x-g.html
EXA Trend F34,4538.62,15.6 İnç,8 GB,Intel Core i3-10110U,32.0,https://www.epey.com/laptop/exa-trend-f34.html
Asus ExpertBook P5440FA-BM1234R,8753.67,14.0 İnç,8 GB,Intel Core i5-8265U,32.0,https://www.epey.com/laptop/asus-expertbook-p5440fa-bm1234r.html
Dynabook Satellite Pro C50-H-10W,5639.0,15.6 İnç,8 GB,Intel Core i3-1005G1,32.0,https://www.epey.com/laptop/dynabook-satellite-pro-c50-h-10w.html
Microsoft Surface Laptop 2 DAG-00114,13999.0,13.5 İnç,8 GB,Intel Core i5-8250U,32.0,https://www.epey.com/laptop/microsoft-surface-laptop-2-dag-00114.html
Microsoft Surface Laptop 2 LQN-00008,12900.08,13.5 İnç,8 GB,Intel Core i5-8250U,32.0,https://www.epey.com/laptop/microsoft-surface-laptop-2-lqn-00008.html
"Apple MacBook Air 13.3"" (MVFJ2TU/A)",12349.05,13.3 İnç,8 GB,Intel Core i5-8210Y,32.0,https://www.epey.com/laptop/apple-macbook-air-13-3-true-tone-mvfj2tu-a.html
Dell Latitude 5510 N0L5510EMEA_W,14555.99,15.6 İnç,8 GB,Intel Core i7-10610U,32.0,https://www.epey.com/laptop/dell-latitude-5510-n0l5510emea-w.html
HP ProBook 440 G8 (2X7U5EA12),8150.05,14.0 İnç,8 GB,Intel Core i3-1115G4,32.0,https://www.epey.com/laptop/hp-probook-440-g8-2x7u5ea12.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Casper Nirvana S500.1021-4C50X-G-F,8394.23,15.6 İnç,4 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4c50x-g-f.html
Casper Nirvana S500.1021-8L50X-G,8825.29,15.6 İnç,8 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-8l50x-g.html
Lenovo IdeaPad S145 81UT00GDTX,4399.0,15.6 İnç,8 GB,AMD Athlon 300U,30.0,https://www.epey.com/laptop/lenovo-ideapad-s145-81ut00gdtx.html
Casper Nirvana X500.1021-8V00X-G-F,6186.51,15.6 İnç,8 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/casper-nirvana-x500-1021-8v00x-g-f.html
Casper Nirvana S500.1021-4D50R-G-F,9995.29,15.6 İnç,4 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/casper-s500-1021-4d50r-g-f.html
Asus X509UA-EJ064 12GB,4829.0,15.6 İnç,12 GB,Intel Core i3-7100U,30.0,https://www.epey.com/laptop/asus-x509ua-ej064-12gb.html
Casper Nirvana S500.1021-4T50T-G-F,8609.77,15.6 İnç,4 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/casper-s500-1021-4t50t-g-f.html
Acer Extensa 15 EX215-51KG-59G3,6777.0,15.6 İnç,8 GB,Intel Core i5-6300U,30.0,https://www.epey.com/laptop/acer-extensa-15-ex215-51kg-59g3.html
HP 15-gw0004nt(1U9K9EA),5249.8,15.6 İnç,8 GB,AMD Athlon Silver 3050U,30.0,https://www.epey.com/laptop/hp-15-gw0004nt1u9k9ea.html
HP 15-dw3017nt (2N2R4EA),4351.47,15.6 İnç,4 GB,Intel Core i3-1115G4,30.0,https://www.epey.com/laptop/hp-15-dw3017nt-2n2r4ea.html
Casper Nirvana X500.1021-8D00X-G-F,5502.99,15.6 İnç,8 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/casper-nirvana-x500-1021-8d00x-g-f.html
Casper Nirvana C650.8250-4T40T-S,9233.81,15.6 İnç,4 GB,Intel Core i5-8250U,30.0,https://www.epey.com/laptop/casper-nirvana-c650-8250-4t40t-s.html
Asus X515JF-BR006,6129.99,15.6 İnç,4 GB,Intel Core i5-1035G1,30.0,https://www.epey.com/laptop/asus-x515jf-br006.html
Casper Nirvana S500.1021-4E50X-G-F,8825.29,15.6 İnç,4 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/casper-s500-1021-4e50x-g-f.html
Microsoft Surface Laptop,23575.0,13.5 İnç,8 GB,Intel Core i5-7300U,30.0,https://www.epey.com/laptop/microsoft-surface-laptop-platinum-dah-00001.html
Microsoft Surface Laptop,23829.0,13.5 İnç,8 GB,Intel Core i5-7300U,30.0,https://www.epey.com/laptop/microsoft-surface-laptop-cobalt-blue-dag-00007.html
HP ProBook 450 G8 (2W8T0EA),7261.44,15.6 İnç,4 GB,Intel Core i3-1115G4,30.0,https://www.epey.com/laptop/hp-probook-450-g8-2w8t0ea.html
Honor Magic Book X15 53011VQH,6141.52,15.6 İnç,8 GB,Intel Core i3-10110U,30.0,https://www.epey.com/laptop/honor-magic-book-x15-53011vqh.html
Lenovo V15 82C7001JTX,6500.0,15.6 İnç,8 GB,AMD Ryzen 5 3500U,30.0,https://www.epey.com/laptop/lenovo-v15-82c7001jtx.html
Acer Aspire 5 A514-53-30R7,5699.05,14.0 İnç,8 GB,Intel Core i3-1005G1,30.0,https://www.epey.com/laptop/acer-aspire-5-a514-53-30r7.html
Casper Nirvana S500.1021-4F50R-G,10980.56,15.6 İnç,4 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4f50r-g.html
Casper Nirvana S500.1021-4F50T-G,9502.66,15.6 İnç,4 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4f50t-g.html
Lenovo V15 82C7001LTX,5509.05,15.6 İnç,8 GB,AMD Ryzen 5 3500U,30.0,https://www.epey.com/laptop/lenovo-v15-82c7001ltx.html
HP 340S G7 (1Q2W6ES),4478.99,14.0 İnç,4 GB,Intel Core i3-1005G1,30.0,https://www.epey.com/laptop/hp-340s-g7-1q2w6es.html
Technopc TA15BR5,5559.9,15.6 İnç,8 GB,AMD Ryzen 5 3500U,30.0,https://www.epey.com/laptop/technopc-ta15br5.html
HP 15s-fq2048nt (2N2R1EA),4299.0,15.6 İnç,4 GB,Intel Core i3-1115G4,30.0,https://www.epey.com/laptop/hp-15s-fq2048nt-2n2r1ea.html
HP 15s-fq2047nt (2N2W7EA),4464.93,15.6 İnç,4 GB,Intel Core i3-1115G4,30.0,https://www.epey.com/laptop/hp-15s-fq2047nt-2n2w7ea.html
HP 15s-fq2046nt (2N2Q9EA),4373.83,15.6 İnç,4 GB,Intel Core i3-1115G4,30.0,https://www.epey.com/laptop/hp-15s-fq2046nt-2n2q9ea.html
Dell Latitude 5300,9599.0,13.3 İnç,8 GB,Intel Core i5-8265U,30.0,https://www.epey.com/laptop/dell-latitude-5300-n006l530013emea-u.html
EXA Trend 5T2,5977.0,15.6 İnç,8 GB,Intel Core i5-1035G1,30.0,https://www.epey.com/laptop/exa-trend-5t2.html
Casper Nirvana X400.1005-4X00R-S-F,10486.0,14.0 İnç,4 GB,Intel Core i3-1005G1,30.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4x00r-s-f.html
Casper Nirvana X400.1005-4X00A-S-F,11267.92,14.0 İnç,4 GB,Intel Core i3-1005G1,30.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4x00a-s-f.html
Dell Latitude 7300,7067.07,13.3 İnç,8 GB,Intel Core i5-8265U,30.0,https://www.epey.com/laptop/dell-latitude-7300-n028l730013emea-u.html
HP 250 G8 (34N96ES),4436.09,15.6 İnç,4 GB,Intel Core i3-1115G4,30.0,https://www.epey.com/laptop/hp-250-g8-34n96es.html
Technopc T15C.1020824F,5067.3,15.6 İnç,8 GB,Intel Core i5-10210U,30.0,https://www.epey.com/laptop/technopc-t15c-1020824f.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Lenovo V15 82C7800TTF11,5888.04,15.6 İnç,8 GB,AMD 3020e,29.0,https://www.epey.com/laptop/lenovo-v15-82c7800ttf11.html
Toshiba Portege R30-A-134,12285.99,13.3 İnç,8 GB,Intel Core i7-4600M,29.0,https://www.epey.com/laptop/toshiba-portege-r30-a-134.html
HP 15s-fq0000nt (3Q4V1EA03),4583.24,15.6 İnç,8 GB,Intel Core i3-1115G4,29.0,https://www.epey.com/laptop/hp-15s-fq0000nt-3q4v1ea03.html
Dell Inspiron 3567 FHDB06W41C,3561.6,15.6 İnç,4 GB,Intel Core i3-6006U,29.0,https://www.epey.com/laptop/dell-inspiron-3567-fhdb06w41c.html
Acer Aspire 3 A315-42-R6DT,5999.0,15.6 İnç,8 GB,AMD Ryzen 7 3700U,29.0,https://www.epey.com/laptop/acer-aspire-3-a315-42-r6dt.html
HP 255 G7 (1B7S5ES),4324.49,15.6 İnç,8 GB,AMD Ryzen 3 3200U,29.0,https://www.epey.com/laptop/hp-255-g7-1b7s5es.html
Asus X509FA-BR951T,4974.57,15.6 İnç,4 GB,Intel Core i3-10110U,29.0,https://www.epey.com/laptop/asus-x509fa-br951t.html
Casper Nirvana S500.1021-8D00R-S,7019.02,15.6 İnç,8 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/casper-s500-1021-8d00r-s.html
Lenovo V15 81YD002DTX,5264.02,15.6 İnç,4 GB,Intel Core i3-8130U,29.0,https://www.epey.com/laptop/lenovo-v15-81yd002dtx.html
Casper Nirvana S500.1021-4D50T-G,6899.0,15.6 İnç,4 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4d50t-g.html
Casper Nirvana S500.1021-4F50X-G,9502.66,15.6 İnç,4 GB,Intel Core i5-10210U,29.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4f50x-g.html
Lenovo V15 82C7800TTF10,5319.05,15.6 İnç,8 GB,AMD 3020e,29.0,https://www.epey.com/laptop/lenovo-v15-82c7800ttf10.html
Casper Nirvana X500.1005-8V00X-G-F,5977.0,15.6 İnç,8 GB,Intel Core i3-1005G1,29.0,https://www.epey.com/laptop/casper-nirvana-x500-1005-8v00x-g-f.html
Lenovo V15 82C7005YTX,3999.0,15.6 İnç,4 GB,AMD Athlon Gold 3150U,29.0,https://www.epey.com/laptop/lenovo-v15-82c7005ytx.html
Lenovo V15 82C7001NTX,7475.32,15.6 İnç,8 GB,AMD Athlon Gold 3150U,28.0,https://www.epey.com/laptop/lenovo-v15-82c7001ntx.html
Dell Latitude 3410 N005L341014EMEA_U,8331.38,14.0 İnç,8 GB,Intel Core i5-10210U,28.0,https://www.epey.com/laptop/dell-latitude-3410-n005l341014emea-u.html
Casper Nirvana X400.1005-4V00R-S-F,7798.98,14.0 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4v00r-s-f.html
Casper Nirvana X400.1005-4V00T-S-F,6772.66,14.0 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4v00t-s-f.html
Lenovo V15 82C700DLTX26,4397.97,15.6 İnç,8 GB,AMD 3020e,28.0,https://www.epey.com/laptop/lenovo-v15-82c700dltx26.html
Technopc T15-102851,5507.78,15.6 İnç,8 GB,Intel Core i5-10210U,28.0,https://www.epey.com/laptop/technopc-t15-102851.html
Dell Vostro 15 3500 N6003VN3500EMEA01A4,5849.02,15.6 İnç,4 GB,Intel Core i3-1115G4,28.0,https://www.epey.com/laptop/dell-vostro-15-3500-n6003vn3500emea01a4.html
Casper Nirvana X400.1005-4X00X-S-F,9106.0,14.0 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/casper-nirvana-x400-1005-4x00x-s-f.html
I-Life ZedAir CX7,5799.0,15.6 İnç,8 GB,Intel Core i7-7Y75,28.0,https://www.epey.com/laptop/i-life-zedair-cx7-cx7158512ws.html
Lenovo IdeaPad 3 (15.6 İnç) 81WE010BTX,4844.0,15.6 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/lenovo-ideapad-3-15-6-inc-81we010btx.html
Lenovo IdeaPad 3 (15.6 İnç) 81WE00LPTX,4883.95,15.6 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/lenovo-ideapad-3-81we00lptx.html
Lenovo IdeaPad 3 (15.6 İnç) 81WE008GTX,5499.0,15.6 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/lenovo-ideapad-3-15-6-inc-81we008gtx.html
Lenovo IdeaPad Flex 3 82G4000TTX,4799.0,11.6 İnç,4 GB,AMD Athlon Silver 3050e,28.0,https://www.epey.com/laptop/lenovo-ideapad-flex-3-82g4000ttx.html
Toshiba Tecra Z50-A-13D,10451.0,15.6 İnç,8 GB,Intel Core i7-4600U,28.0,https://www.epey.com/laptop/toshiba-tecra-z50-a-13d.html
Casper Nirvana C350.6287-8D00T,6824.02,14.1 İnç,8 GB,Intel Core i5-6287U,28.0,https://www.epey.com/laptop/casper-nirvana-c350-6287-8d00t.html
Casper Nirvana C350.6287-8U00T,5288.0,14.1 İnç,8 GB,Intel Core i5-6287U,28.0,https://www.epey.com/laptop/casper-nirvana-c350-6287-8u00t.html
Lenovo IdeaPad 3 (15.6 İnç) 81WE008ETX,4499.0,15.6 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/lenovo-ideapad-3-81we008etx.html
Acer Aspire 3 A315-56-35S9,4999.0,15.6 İnç,8 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/acer-aspire-3-a315-56-35s9.html
Casper Nirvana X400.1021-8U00X-S,6499.0,14.0 İnç,8 GB,Intel Core i5-10210U,28.0,https://www.epey.com/laptop/casper-nirvana-x400-1021-8u00x-s.html
Casper Nirvana S500.1021-4E50X-G,8825.29,15.6 İnç,4 GB,Intel Core i5-10210U,28.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4e50x-g.html
I-Life ZedAir CX7,5499.0,15.6 İnç,8 GB,Intel Core i7-7Y75,28.0,https://www.epey.com/laptop/i-life-zedair-cx7-cx7158256wb.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Dell Vostro 3501 N6502VN3501EMEA01,4426.05,15.6 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/dell-vostro-3501-n6502vn3501emea01.html
HP 14-cf3014nt (4H1G2EA),5592.09,14.0 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/hp-14-cf3014nt-4h1g2ea.html
Casper Nirvana S500.1021-4D50X-G,6529.0,15.6 İnç,4 GB,Intel Core i5-10210U,28.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4d50x-g.html
Lenovo IdeaPad S145 81N30047TX,5699.05,15.6 İnç,4 GB,AMD A9-9425,28.0,https://www.epey.com/laptop/lenovo-s145-81n30047tx.html
Casper Nirvana S500.1021-4L50X-G-F,8568.71,15.6 İnç,4 GB,Intel Core i5-10210U,28.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4l50x-g-f.html
Asus X509FA-EJ950 8GB,5049.0,15.6 İnç,8 GB,Intel Core i3-10110U,28.0,https://www.epey.com/laptop/asus-x509fa-ej950-8gb.html
HP 15-da2045nt (1E0S3EA),4649.07,15.6 İnç,4 GB,Intel Core i3-10110U,28.0,https://www.epey.com/laptop/hp-15-da2045nt-1e0s3ea.html
Dell Vostro 15 3500 N6400VN3500EMEA01U,6305.99,15.6 İnç,4 GB,Intel Core i5-1135G7,28.0,https://www.epey.com/laptop/dell-vostro-15-3500-n6400vn3500emea01u.html
HP 15-dw2022nt (1Z1F5EA),5207.07,15.6 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/hp-15-dw2022nt-1z1f5ea.html
HP 15s-fq2049nt (2N2U8EA),3779.1,15.6 İnç,4 GB,Intel Core i3-1115G4,28.0,https://www.epey.com/laptop/hp-15s-fq2049nt-2n2u8ea.html
Casper Nirvana S500.1021-4C50X-G,8394.23,15.6 İnç,4 GB,Intel Core i5-10210U,28.0,https://www.epey.com/laptop/casper-s500-1021-4c50x-g.html
Casper Nirvana S500.1021-4T50R-G,10097.92,15.6 İnç,4 GB,Intel Core i5-10210U,28.0,https://www.epey.com/laptop/casper-s500-1021-4t50r-g.html
Casper Nirvana S500.1021-4T50T-G,8609.77,15.6 İnç,4 GB,Intel Core i5-10210U,28.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-4t50t-g.html
HP 250 G8 (27K15EA),4938.99,15.6 İnç,4 GB,Intel Core i3-1005G1,28.0,https://www.epey.com/laptop/hp-250-g8-27k15ea.html
Asus D515DA-BR027T,8648.99,15.6 İnç,4 GB,AMD Ryzen 5 3500U,28.0,https://www.epey.com/laptop/asus-d515da-br027t.html
Technopc T15S-156,3685.05,15.6 İnç,8 GB,Intel Core i5-5257U,28.0,https://www.epey.com/laptop/technopc-t15s-156.html
EXA Trend F30,3989.7,15.6 İnç,4 GB,Intel Core i3-10110U,28.0,https://www.epey.com/laptop/exa-trend-f30.html
